,Date,PM10,NO2,SO2,O3,AQI
2191,2020-12-31,302.0,21.0,2.0,12.0,288.0
2192,2021-01-01,395.0,27.0,3.0,10.0,359.0
2193,2021-01-02,177.0,18.0,3.0,7.0,414.0
2194,2021-01-03,93.0,15.0,2.0,8.0,236.0
2195,2021-01-04,78.0,13.0,2.0,6.0,162.0
2196,2021-01-05,119.0,13.0,2.0,7.0,140.0
2197,2021-01-06,114.0,8.0,1.0,12.0,192.0
2198,2021-01-07,138.0,12.0,7.0,10.0,180.0
2199,2021-01-08,129.0,9.0,3.0,10.0,193.0
2200,2021-01-09,113.0,7.0,3.0,16.0,190.0
2201,2021-01-10,116.0,10.0,3.0,17.0,182.0
2202,2021-01-11,160.0,14.0,1.0,14.0,187.0
2203,2021-01-12,221.0,15.0,2.0,20.0,223.0
2204,2021-01-13,361.0,25.0,4.0,16.0,261.0
2205,2021-01-14,451.0,26.0,4.0,30.0,337.0
2206,2021-01-15,161.0,12.0,1.0,11.0,417.0
2207,2021-01-16,190.0,16.0,2.0,16.0,239.0
2208,2021-01-17,277.0,19.0,4.0,15.0,257.0
2209,2021-01-18,204.0,12.0,1.0,13.0,291.0
2210,2021-01-19,127.0,9.0,1.0,16.0,243.0
2211,2021-01-20,169.0,14.0,1.0,28.0,190.0
2212,2021-01-21,237.0,18.0,2.0,8.0,205.0
2213,2021-01-22,174.0,23.0,2.0,16.0,275.0
2214,2021-01-23,228.0,14.0,2.0,5.0,214.0
2215,2021-01-24,169.0,10.0,1.0,17.0,245.0
2216,2021-01-25,185.0,12.0,3.0,39.0,198.0
2217,2021-01-26,254.0,23.0,6.0,30.0,225.0
2218,2021-01-27,427.0,25.0,9.0,24.0,220.0
2219,2021-01-28,220.0,19.0,5.0,28.0,310.0
2220,2021-01-29,227.0,27.0,7.0,23.0,238.0
2221,2021-01-30,310.0,24.0,6.0,39.0,277.0
2222,2021-01-31,344.0,32.0,9.0,47.0,283.0
2223,2021-02-01,362.0,30.0,12.0,40.0,304.0
2224,2021-02-02,241.0,25.0,6.0,28.0,305.0
2225,2021-02-03,159.0,13.0,5.0,19.0,274.0
2226,2021-02-04,106.0,14.0,5.0,23.0,211.0
2227,2021-02-05,129.0,14.0,7.0,25.0,160.0
2228,2021-02-06,158.0,15.0,6.0,29.0,192.0
2229,2021-02-07,244.0,24.0,8.0,33.0,220.0
2230,2021-02-08,261.0,29.0,14.0,17.0,273.0
2231,2021-02-09,295.0,31.0,9.0,43.0,226.0
2232,2021-02-10,251.0,23.0,8.0,30.0,275.0
2233,2021-02-11,302.0,21.0,8.0,26.0,269.0
2234,2021-02-12,215.0,20.0,4.0,157.0,305.0
2235,2021-02-13,317.0,23.0,5.0,44.0,248.0
2236,2021-02-14,253.0,26.0,6.0,33.0,260.0
2237,2021-02-15,274.0,26.0,8.0,40.0,261.0
2238,2021-02-16,233.0,23.0,7.0,31.0,251.0
2239,2021-02-17,242.0,25.0,6.0,35.0,231.0
2240,2021-02-18,214.0,21.0,5.0,16.0,235.0
2241,2021-02-19,149.0,17.0,5.0,22.0,238.0
2242,2021-02-20,259.0,20.0,10.0,30.0,197.0
2243,2021-02-21,267.0,19.0,12.0,26.0,274.0
2244,2021-02-22,214.0,23.0,12.0,32.0,265.0
2245,2021-02-23,275.0,20.0,16.0,38.0,215.0
2246,2021-02-24,290.0,21.0,15.0,26.0,239.0
2247,2021-02-25,207.0,13.0,9.0,27.0,265.0
2248,2021-02-26,221.0,10.0,3.0,11.0,209.0
2249,2021-02-27,172.0,9.0,3.0,15.0,168.0
2250,2021-02-28,153.0,8.0,2.0,15.0,160.0
2251,2021-03-01,146.0,4.0,3.0,15.0,156.0
2252,2021-03-02,201.0,10.0,5.0,17.0,163.0
2253,2021-03-03,325.0,15.0,5.0,32.0,197.0
2254,2021-03-04,198.0,7.0,4.0,18.0,234.0
2255,2021-03-05,161.0,5.0,4.0,18.0,202.0
2256,2021-03-06,257.0,12.0,4.0,23.0,219.0
2257,2021-03-07,187.0,9.0,3.0,16.0,216.0
2258,2021-03-08,267.0,9.0,3.0,21.0,188.0
2259,2021-03-09,157.0,10.0,4.0,17.0,217.0
2260,2021-03-10,225.0,13.0,4.0,19.0,160.0
2261,2021-03-11,234.0,16.0,5.0,22.0,184.0
2262,2021-03-12,169.0,23.0,12.0,4.0,177.0
2263,2021-03-13,169.0,23.0,12.0,4.0,178.0
2264,2021-03-14,161.86593560420633,44.37208338675142,17.822167844230552,53.205931599481936,157.8281880664159
2265,2021-03-15,180.38203161082004,45.10301034230231,17.673556135522038,54.76008705819908,173.3461247420156
2266,2021-03-16,188.71731794361668,45.8374419085436,17.659383588674377,51.23420008702039,180.458578608604
2267,2021-03-17,193.36609669828889,46.06234538026821,17.614189925872573,53.254469535991966,184.01883759491002
2268,2021-03-18,195.67420195297677,46.255844567194,17.62156244036327,50.95962561918636,185.72551816455987
2269,2021-03-19,196.85757235509308,46.32548283497656,17.610035130675627,52.72080110699297,186.52025715612774
2270,2021-03-20,161.86593560420633,44.37208338675142,17.822167844230552,53.205931599481936,157.8281880664159
